"loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","pymnt_plan","url","desc","purpose","title","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","mths_since_last_major_derog","policy_code","is_bad"
5000,5000,"36 months","10.99%",163.68,"B","B4","Hensel Phelps Construction","1 year","RENT",68648.26,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=485273","Borrower added on 02/13/10 > I show horses competitively. Found a project horse I want to purchase so train and show myself. Its an opportunity that is to good to pass up.<br/>","major_purchase","ALLTHATNFANCYTOO","950xx",12.27,0,"3/1/04",1,NA,NA,3,0,5502,36.7,5,FALSE,NA,2040,0
8000,8000,"36 months","10.00%",258.14,"B","B2","Telestream, Inc.","6 years","RENT",68120,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=679776","Borrower added on 02/21/11 > I work as a web developer for a company that is doing very well financially. I have received annual bonuses for the last few years. Most employees in the company received a 10% bonus of their annual salary in January 2011, but I was 1 of 7 employees who received a 15% bonus because of outstanding work ethics. So my job is very stable.<br/><br/>I have an excellent payment history with all of my creditors.<br/><br/>This loan will help us to pay off a Mobile home that we are in the process of selling and also a higher interest credit card. <br/><br/>My monthly take home pay is $4,500, and our total monthly expenses total about $3,500. So we have the money to pay off the loan.<br/>","debt_consolidation","Mobile Payoff","959xx",7.22,0,"8/1/94",0,NA,85,4,1,14,0.2,25,FALSE,NA,4131,0
12000,12000,"60 months","16.45%",294.7,"E","E1","The Accessory corp","2 years","RENT",35000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=570738","Borrower added on 08/25/10 > This loan will be used to pay off my credit card bills. I want to consolidate my debt to 1 monthly payment so I can pay off my debt faster.<br/>","debt_consolidation","Paying off my credit cards","104xx",20.06,0,"1/1/03",2,NA,NA,6,0,11789,94.1,6,FALSE,NA,6616,0
5000,5000,"36 months","6.03%",152.18,"A","A1",NA,"n/a","OWN",63000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=970404","Borrower added on 09/28/11 > i am purchasing a new dune buggy for $10000 this loan is for 1/2 the cost thank you<br/>null Borrower added on 09/30/11 > thank you for your trust I have never failed paying off a loan <br/>getting loans and paying on time keeps my credit rating high thank you<br/>null","major_purchase","buggy loan","890xx",7.81,0,"3/1/92",0,NA,NA,6,0,271,1.1,16,FALSE,NA,2313,0
3000,3000,"36 months","13.49%",101.8,"C","C1","Insight Card Services","1 year","RENT",33600,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069071",NA,"debt_consolidation","Credit Card Consolidation","352xx",18.11,0,"10/1/05",0,41,NA,4,0,2745,83.2,7,FALSE,NA,878,0
10000,10000,"36 months","5.42%",301.6,"A","A1","Systematic Financial","6 years","MORTGAGE",99996,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=860296","Borrower added on 08/22/11 > I have paid off a lot of debt and have just a little bit left.  I am a stable borrower as my credit history provides evidence of never being late.  I would like to consolidate my last three cards into one payment to get on the road to saving.  Thank you.<br/>null","debt_consolidation","Debt Loan","076xx",8.03,0,"12/1/95",0,NA,NA,12,0,8381,25.2,47,FALSE,NA,5461,0
16000,16000,"60 months","13.49%",368.08,"C","C1","The Washington Home & Community Hospices","3 years","RENT",51000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1055977","Borrower added on 12/05/11 > I have been making payments on multiple credit cards with high interest rates for years.  I have been looking for something like LendingClub that would allow me to make just one payment with a lower interest rate.  I will think twice before getting into a credit card mess again.<br>","credit_card","Credit Card Debt","200xx",13.65,0,"1/1/95",1,NA,NA,13,0,15062,54.2,44,FALSE,NA,7937,0
6000,6000,"36 months","13.57%",203.82,"C","C3","State of CT DDS","< 1 year","MORTGAGE",30000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=428982","I'm trying to go back to school, which is unfortunately quite expensive. I make enough in my current job that I can certainly afford loan payments, but would have to wait quite a while to save up enough to pay for my educational expenses up front. In the current economy, only the wealthy and the destitute(the only ones who qualify for much financial aid) can afford to go to school using the more traditional payment types. Because I make enough to live on, I don't have the opportunity to better myself without seeking a loan.   My credit history and score are reasonably good, and hopefully will be improving more in the coming years. I always make payments on time, and usually pay more than the minimum, because I don't really like being in debt. Also, the job info. on this site won't really give a good idea of how much I actually make. I recently (January of this year) got a job with the state of CT. In order to accomodate the schedule for it, I dropped myself down to on-call status with my other employer Sunrise Northeast, for whom I've worked for over 5 years. I take extra hours as a I please with both jobs, and therefore make 2-3 times my base pay, which is only about 1200 per month, pretax. Since I am able to take on more time, within certain limits of course, I can work more to pay for extras such as vacation, without sacrificing paying my bills. I believe that I am a good candidate because of the aforementioned, and hope that you will view me as such.  Thank you for your time, and I hope that I am approved.","educational","School","062xx",10.84,0,"4/1/02",1,45,NA,14,0,3962,56.6,15,FALSE,NA,2944,0
31000,31000,"60 months","15.65%",748.11,"D","D4","USAF","10+ years","MORTGAGE",106305.6,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=731219","My wife and I have bought and sold on E-bay and Craigslist for over ten years.  We would like to expand our business with a store front.  We have an opportunity to purchase an upscale consignment store from some friends is turn-key.  This business also has over $25,000 in equipment and merchandise.  Our monthly expenses should be between in the 3 to 4,000 range with expected monthly revenue between no less than the 10 and 15,000 range.  I am a federal employee and gross over $100K a year.","small_business","Small Business Loan","316xx",8.51,0,"7/1/93",0,NA,NA,11,0,19359,45.1,31,FALSE,NA,9806,1
13000,13000,"36 months","13.98%",444.19,"C","C3","chevron mining inc","4 years","MORTGAGE",55000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=513447","Borrower added on 06/29/10 > I have worked at chevron mining for 4 years now <br/>probably everyone you talk to has some reason for there financial mess <br/>mine is basically from from building a home during a boom prices were high and our funding was low <br/>all of our credit cards have turned into 19%+ interest with no missed payments <br/>I would like to consolidate these debts With the money i get i will pay off my high interest credit cards in just three years in stead of 7 to 11 paying more than the minimum <br/>this will save me litterally thousands <br/>I would use a home equity loan exept that our market has has slumped and nothing is selling right now there are no houses that they can do an exceptable comparison too.<br/>I am a truck driver at a coal mine in wyoming <br/>My father retired from this job with 41 years of service <br/>I think my job stability is better than most <br/>thank you for your funding oppertunity!<br/>","credit_card","consolidation","831xx",11.74,0,"6/1/98",2,39,NA,7,0,11195,76.2,33,FALSE,NA,6826,0
12000,12000,"60 months","17.27%",299.98,"D","D3","Macy's INC","6 years","RENT",43000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031808","Borrower added on 11/18/11 > Consolidate<br> Borrower added on 11/19/11 > Consolidate<br> Borrower added on 11/20/11 > Consolidate<br><br> Borrower added on 11/20/11 > consolidate<br><br> Borrower added on 11/20/11 > consolidate<br> Borrower added on 11/21/11 > Consolidate<br> Borrower added on 11/22/11 > Consolidate<br>","debt_consolidation","Consolidate","917xx",23.33,0,"1/1/05",0,60,NA,6,0,6177,64.3,12,FALSE,NA,6629,0
12000,12000,"36 months","11.14%",393.65,"B","B1","Office Depot","5 years","OWN",51750,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=452150","557820 added on 10/16/09 > Secondary income of $1000 per month.","major_purchase","A-tier credit. Vacation loan","334xx",24.7,0,"12/1/00",1,NA,NA,9,0,9200,26.8,16,FALSE,NA,6190,0
11975,11975,"36 months","12.53%",400.76,"B","B5","4G Wireless - Verizon","1 year","RENT",42000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=452649","558864 added on 10/17/09 > This loan will help pay for wedding expenses. 558864 added on 10/28/09 > I am a very good investment when it comes to these kind of things.  Even though I am carrying some credit debt, I have never missed a payment or have been late for one.","wedding","Finance Wedding Expenses","920xx",22.74,0,"7/1/01",1,NA,NA,13,0,19721,67.1,27,FALSE,NA,6133,0
30000,30000,"60 months","11.71%",662.95,"B","B3","City of Shreveport (Fire Dept)","10+ years","MORTGAGE",63000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=975094","Borrower added on 10/03/11 > I'm a hardworking individual who is ready to get rid of credit cards for good. I could just keep transferring balances for 0%, but I'm ready to just pay off my balances and be done. I take pride in my credit and always pay my bills on time. Credit cards are just an &quot;endless&quot; cycle. I thank you for considering my loan application. I look forward to any questions you may have. Thank You<br/>","credit_card","Credit Card Loan","711xx",8.04,0,"5/1/99",0,NA,NA,9,0,12837,27.8,24,FALSE,NA,9721,0
4000,4000,"36 months","6.76%",123.07,"A","A2","Towers Watson","8 years","RENT",67450,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=517105","Borrower added on 05/17/10 > How I plan to use the funds:<br/>Plan to use funds to finance the flowers, groomsmen gifts, and a wedding day gift for the bride.<br/> Borrower added on 05/17/10 > What makes me a good borrower:<br/>I am never late on payments and strive to pay off early by paying more than the minimum requirement.<br/> Borrower added on 05/17/10 > How stable is my job:<br/>My company is not immune to the economic climate and has subsisted with minor cuts to staff and benefits.  While my division has seen some of these cuts, my department has kept all of its employees and have actually hired two new staff members in the past year.  I have been with the company for 8 years and have been promoted three times due to my due to performance and work ethic.  Personally, I feel valued and appreciated by my employers.  I currently do not have any plans to leave the organization.  And I am extremely confident that my place with the company is secure.<br/>","wedding","Wedding in August!","223xx",17.26,0,"12/1/95",1,NA,NA,8,0,5690,23.7,23,FALSE,NA,1533,0
7200,7200,"36 months","12.99%",242.57,"C","C1","Far Niente Winery Inc","4 years","RENT",62000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=782417",NA,"credit_card","Chase Payoff","945xx",9.7,0,"5/1/93",0,NA,NA,5,0,12366,77.3,13,FALSE,NA,3839,0
35000,35000,"60 months","19.91%",925.54,"E","E4","Havertys Fyrniture","4 years","MORTGAGE",69000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1058952","Borrower added on 12/06/11 > Thank you  <br>","home_improvement","Home Improvement Loan","300xx",9.41,0,"1/1/06",2,NA,NA,7,0,22921,70.7,17,FALSE,NA,9970,0
4800,4800,"36 months","7.88%",150.15,"A","A5",NA,"n/a","MORTGAGE",45000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=537524","Borrower added on 06/26/10 > debt loan<br/>","debt_consolidation","jennifer","328xx",23.95,0,"2/1/87",0,41,NA,19,0,114509,24.8,49,FALSE,NA,1957,0
4000,4000,"36 months","15.58%",139.81,"D","D3","Gordon T. Nicol  P.A-Your jacksonville lawyer","2 years","RENT",56004,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=583544","Borrower added on 09/20/10 > I have almost no debt other than a vehicle loan, on which the payments have never been late. Im planning to use to the money to be able to paint my condominium.<br/> Borrower added on 09/20/10 > The previous lender's question, the reason why i am upgrading a condominium that i am renting it because it is my bosses who is an attorney (www.yourjacksonvillelawyer.com), and i am upgrading the unit because i am planning on purchasing it from him in the near future.<br/>","other","Adin","322xx",6.69,0,"10/1/06",4,NA,NA,5,0,15,0.5,9,FALSE,NA,1486,0
9400,6700,"36 months","6.91%",206.61,"A","A5","Eric McGlothen LLC","2 years","RENT",31200,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=626307","Borrower added on 12/04/10 > I plan to use the funds to payoff high interest credits. I am adamant about being debt free. I am a good borrower because its imperative that I maintain 'good&quot; credit worthiness due to my profession. My family and friends seek me for financial advice and I would like to &quot;walk the walk and talk the talk&quot;.<br/>","debt_consolidation","Lendernotborrower","303xx",13.54,0,"12/1/97",0,NA,NA,14,0,8992,79.4,19,FALSE,NA,4947,0
